course_id,title,description,subject,level,created_by,url,price,duration,is_paid,published,subscribers,created_at
592338,Forex Trading Secrets of the Pros With Amazon's AWS,Learn about forex trading secrets of the pros with amazon's aws,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/trading-with-amazons-aws-servers-trade-secrets-of-the-pros/,200.0,5 hours,True,True,4284,2025-04-12T14:16:32.975379
975046,Trading Options With Money Flow,Learn about trading options with money flow,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/trading-options-using-money-flow/,200.0,1 hour,True,True,1380,2025-04-12T14:16:32.975379
742602,Financial Management Risk and Return For Securities,Learn about financial management risk and return for securities,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/risk-and-return-finance/,30.0,1.5 hours,True,True,3607,2025-04-12T14:16:32.975379
794151,Forex Trading Course: Work Smarter Not Harder Proven Results,Learn about forex trading course: work smarter not harder proven results,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/the-complete-trading-course/,195.0,2 hours,True,True,4061,2025-04-12T14:16:32.975379
1196544,Python Algo Trading: Sentiment Trading with News,Learn about python algo trading: sentiment trading with news,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/hedge-fund-strategy-trading-with-sentiment-analysis/,200.0,7 hours,True,True,294,2025-04-12T14:16:32.975379
504036,Short Selling: Learn To Sell Stocks Before The Fall,Learn about short selling: learn to sell stocks before the fall,Business Finance,Intermediate Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/short-selling-learn-to-sell-before-the-fall/,75.0,1.5 hours,True,True,2276,2025-04-12T14:16:32.975379
719698,Basic Technical Analysis: Learn the structure of the market,Learn about basic technical analysis: learn the structure of the market,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/learn-basic-technical-analysis/,20.0,1.5 hours,True,True,4919,2025-04-12T14:16:32.975379
564966,The Complete Chart Pattern Trading Course: A Proven Approach,Learn about the complete chart pattern trading course: a proven approach,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/make-money-trading-stocks-from-home/,200.0,4 hours,True,True,2666,2025-04-12T14:16:32.975379
606928,7 Deadly Mistakes of Investing that Will Slash Your Profits!,Learn about 7 deadly mistakes of investing that will slash your profits!,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/7-deadly-mistakes-of-investing/,50.0,1.5 hours,True,True,5354,2025-04-12T14:16:32.975379
58977,Financial Statements Made Easy,Learn about financial statements made easy,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/,95.0,35 mins,True,True,8095,2025-04-12T14:16:32.975379
1242604,Winning Forex Trading with Live Forex Trading Examples,Learn about winning forex trading with live forex trading examples,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/forexmacross/,200.0,2 hours,True,True,809,2025-04-12T14:16:32.975379
798740,Forex Traders - Create Your First Trading Robot. No Coding!,Learn about forex traders - create your first trading robot. no coding!,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/launch-your-amazing-forex-robot-in-30-minutes-no-coding/,200.0,4 hours,True,True,2295,2025-04-12T14:16:32.975379
506568,Create A Business From Home Trading Stocks Today In 2017,Learn about create a business from home trading stocks today in 2017,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/work-from-home-buying-penny-stocks/,75.0,2 hours,True,True,10149,2025-04-12T14:16:32.975379
1020760,Introduction to Accounting : Mastering Financial Statements,Learn about introduction to accounting : mastering financial statements,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/introduction-to-accounting-mastering-financial-statements/,50.0,1 hour,True,True,1916,2025-04-12T14:16:32.975379
859742,The Complete Ethereum Course: Get .01 Ether In Your Wallet,Learn about the complete ethereum course: get .01 ether in your wallet,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/ethereum/,45.0,2 hours,True,True,2507,2025-04-12T14:16:32.975379
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,Learn about beginner to pro in powerpoint: complete powerpoint training,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/,150.0,5 hours,True,True,5786,2025-04-12T14:16:32.975379
353044,Investing 101: The Complete Online Investing Course,Learn about investing 101: the complete online investing course,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/online-investing-guide/,200.0,4.5 hours,True,True,5334,2025-04-12T14:16:32.975379
447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,Learn about create your own hedge fund: trade stocks like a fund manager,Business Finance,Intermediate Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/create-your-own-hedge-fund-double-your-money-every-year/,175.0,2 hours,True,True,4005,2025-04-12T14:16:32.975379
831066,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),Learn about learn mql5: build an 8-currency hedging robot (metatrader 5),Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/learn-mql5/,150.0,4.5 hours,True,True,2877,2025-04-12T14:16:32.975379
1266306,Forex Trading: Your Complete Guide to Get Started Like a Pro,Learn about forex trading: your complete guide to get started like a pro,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/,140.0,3 hours,True,True,1026,2025-04-12T14:16:32.975379
1170894,Python Algo Stock Trading: Automate Your Trading!,Learn about python algo stock trading: automate your trading!,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/,95.0,2.5 hours,True,True,1165,2025-04-12T14:16:32.975379
948974,THE Forex Robot: Incredible ROI (Robot Included),Learn about the forex robot: incredible roi (robot included),Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/,200.0,1.5 hours,True,True,1843,2025-04-12T14:16:32.975379
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,Learn about the complete bitcoin course: get .001 bitcoin in your wallet,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/bitcoin-for-beginners/,45.0,6.5 hours,True,True,8797,2025-04-12T14:16:32.975379
1217778,Mastering High Probability Iron Condor Options Trading,Learn about mastering high probability iron condor options trading,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/,200.0,2 hours,True,True,1030,2025-04-12T14:16:32.975379
1246208,The Complete Short Course on Ethereum,Learn about the complete short course on ethereum,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/ethereum1/,200.0,1.5 hours,True,True,1041,2025-04-12T14:16:32.975379
434774,Options Trading Stocks: Proven Toolbox For Financial Success,Learn about options trading stocks: proven toolbox for financial success,Business Finance,Intermediate Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/,195.0,10 hours,True,True,7884,2025-04-12T14:16:32.975379
308690,Forex Trading A-Z - With LIVE Examples of Forex Trading,Learn about forex trading a-z - with live examples of forex trading,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/forex-trading/,195.0,5.5 hours,True,True,16900,2025-04-12T14:16:32.975379
888716,"Introduction to Finance, Accounting, Modeling and Valuation","Learn about introduction to finance, accounting, modeling and valuation",Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,200.0,4.5 hours,True,True,11441,2025-04-12T14:16:32.975379
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,Learn about beginner to pro in excel: financial modeling and valuation,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,195.0,7.5 hours,True,True,22257,2025-04-12T14:16:32.975379
965832,The Complete Investment Banking Course 2017,Learn about the complete investment banking course 2017,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/the-complete-investment-banking-course-2016/,195.0,5.5 hours,True,True,8575,2025-04-12T14:16:32.975379
648826,The Complete Financial Analyst Course 2017,Learn about the complete financial analyst course 2017,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/the-complete-financial-analyst-course/,195.0,10 hours,True,True,24481,2025-04-12T14:16:32.975379
1035472,Python for Finance: Investment Fundamentals & Data Analytics,Learn about python for finance: investment fundamentals & data analytics,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/,195.0,6.5 hours,True,True,3811,2025-04-12T14:16:32.975379
1154754,Financial Modeling for Startups & Small Businesses,Learn about financial modeling for startups & small businesses,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/financial-modeling-for-startups-small-businesses/,195.0,11.5 hours,True,True,4991,2025-04-12T14:16:32.975379
627540,Options Trading - How to Win with Weekly Options,Learn about options trading - how to win with weekly options,Business Finance,Intermediate Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/,115.0,1 hour,True,True,7489,2025-04-12T14:16:32.975379
301442,Black Algo Trading: Build Your Trading Robot,Learn about black algo trading: build your trading robot,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/build-your-trading-robot/,200.0,16 hours,True,True,20195,2025-04-12T14:16:32.975379
640100,Accounting & Financial Statement Analysis: Complete Training,Learn about accounting & financial statement analysis: complete training,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,150.0,3 hours,True,True,10042,2025-04-12T14:16:32.975379
1247394,Cryptocurrency Trading: Complete Guide To Trading Altcoins,Learn about cryptocurrency trading: complete guide to trading altcoins,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/cryptocurrency-trading/,95.0,5 hours,True,True,367,2025-04-12T14:16:32.975379
260470,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,Learn about forex robots: expect to earn 175% p.a. forex robot included!,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/backtesting/,200.0,5.5 hours,True,True,10603,2025-04-12T14:16:32.975379
1214702,Three Steps Trading - Live Trading - Real Account,Learn about three steps trading - live trading - real account,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/three-steps-trading-live-trading-real-account/,190.0,5 hours,True,True,1197,2025-04-12T14:16:32.975379
848664,Option Trading for Rookies:  Understand Options Completely,Learn about option trading for rookies:  understand options completely,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/complete-course-introduction-to-option-trading/,150.0,2 hours,True,True,2893,2025-04-12T14:16:32.975379
1142570,How I Learned Stock Trading (and How You Can Too),Learn about how i learned stock trading (and how you can too),Business Finance,Expert Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/best-stock-traders/,200.0,2 hours,True,True,1580,2025-04-12T14:16:32.975379
325834,Learn to Trade for Profit: Find and Trade Winning Stocks,Learn about learn to trade for profit: find and trade winning stocks,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/,95.0,3 hours,True,True,10605,2025-04-12T14:16:32.975379
411168,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,Learn about trading inside bars - master 1 easy pattern to be successful,Business Finance,Intermediate Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,125.0,2 hours,True,True,2996,2025-04-12T14:16:32.975379
885974,Four Fundamentals of Financial Planning,Learn about four fundamentals of financial planning,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/four-fundamentals-of-financial-planning/,30.0,1 hour,True,True,6219,2025-04-12T14:16:32.975379
1151092,Options Trading - Calendar Spread Course for Every Trader,Learn about options trading - calendar spread course for every trader,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/options-trading-calendar-spread-course-for-every-trader/,200.0,1.5 hours,True,True,1113,2025-04-12T14:16:32.975379
358326,Dividend Investing: Build Your Portfolio for a Better Future,Learn about dividend investing: build your portfolio for a better future,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/dividend-investing/,60.0,4 hours,True,True,8314,2025-04-12T14:16:32.975379
153210,Learn Accounting. Understand Business.,Learn about learn accounting. understand business.,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/learn-accounting-understand-business/,200.0,5.5 hours,True,True,5572,2025-04-12T14:16:32.975379
834836,How to Consistently Win Trading Stocks in 30 Days or Less,Learn about how to consistently win trading stocks in 30 days or less,Business Finance,Intermediate Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/winningstocktrades/,145.0,1 hour,True,True,1433,2025-04-12T14:16:32.975379
1171994,A Beginner's Guide to Quantopian Futures API,Learn about a beginner's guide to quantopian futures api,Business Finance,Intermediate Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/quantopian-futures/,20.0,1.5 hours,True,True,936,2025-04-12T14:16:32.975379
1239068,How to Buy Cheap Options - Options Trading Pricing Model,Learn about how to buy cheap options - options trading pricing model,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/options-black-scholes-model/,200.0,1 hour,True,True,658,2025-04-12T14:16:32.975379
985922,Excel Crash Course: Master Excel for Financial Analysis,Learn about excel crash course: master excel for financial analysis,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,105.0,3.5 hours,True,True,8121,2025-04-12T14:16:32.975379
765562,"Comprehensive Guide to Financial Markets, Investing &Trading","Learn about comprehensive guide to financial markets, investing &trading",Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/financial-markets-a-to-z-for-beginners/,60.0,9 hours,True,True,4187,2025-04-12T14:16:32.975379
165964,Stock Trading Ninja: Complete System For Trading Success,Learn about stock trading ninja: complete system for trading success,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,155.0,4.5 hours,True,True,9445,2025-04-12T14:16:32.975379
855172,Hedge and Mutual Fund Careers: The Complete Guide,Learn about hedge and mutual fund careers: the complete guide,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/,200.0,8.5 hours,True,True,3255,2025-04-12T14:16:32.975379
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,Learn about algorithmic trading in forex: create your first forex robot!,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/learn-mql4/,185.0,6.5 hours,True,True,7941,2025-04-12T14:16:32.975379
994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,Learn about the power modeling bootcamp: advanced excel in 10 days,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/,150.0,5.5 hours,True,True,1680,2025-04-12T14:16:32.975379
43319,Options Trading Basics (3-Course Bundle),Learn about options trading basics (3-course bundle),Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/learn-options-trading-courses/,180.0,11 hours,True,True,10100,2025-04-12T14:16:32.975379
408440,How to Win 97% of Your Options Trades,Learn about how to win 97% of your options trades,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/how-to-win-97-percent-of-your-trades/,125.0,1.5 hours,True,True,5050,2025-04-12T14:16:32.975379
918688,How I Make Consistent Returns Trading Options,Learn about how i make consistent returns trading options,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/how-i-make-15-per-month-trading-options/,200.0,3.5 hours,True,True,2310,2025-04-12T14:16:32.975379
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!","Learn about forex strategies: kelly criterion, larry williams and more!",Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/money-management/,185.0,3 hours,True,True,5528,2025-04-12T14:16:32.975379
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex","Learn about elite trend trader: learn to trade stocks, options & forex",Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/,125.0,5 hours,True,True,6451,2025-04-12T14:16:32.975379
401784,Options Trading Introduction: Day Trade Stock Options,Learn about options trading introduction: day trade stock options,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,95.0,2.5 hours,True,True,12394,2025-04-12T14:16:32.975379
1122792,The Almost Perfect Options Trading Strategy System - Unique,Learn about the almost perfect options trading strategy system - unique,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/,200.0,1 hour,True,True,1793,2025-04-12T14:16:32.975379
709500,Forex Trading -  Learn to Trade Forex Like the Banks,Learn about forex trading -  learn to trade forex like the banks,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/,20.0,1 hour,True,True,3223,2025-04-12T14:16:32.975379
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,Learn about learn to trade for profit:trading with japanese candlesticks,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/introduction-to-japanese-candlesticks/,60.0,3 hours,True,True,16385,2025-04-12T14:16:32.975379
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,Learn about the most powerful options spread trading front ratio spread,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/,200.0,2 hours,True,True,1487,2025-04-12T14:16:32.975379
834558,What Finance Job is for You? Explanation of 14 Finance Roles,Learn about what finance job is for you? explanation of 14 finance roles,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/,200.0,4 hours,True,True,2951,2025-04-12T14:16:32.975379
551968,The Blueprint for Successful Stock Trading,Learn about the blueprint for successful stock trading,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/stock-market-millionaire-blueprint/,120.0,1 hour,True,True,2697,2025-04-12T14:16:32.975379
1005658,Trading for Beginners - Intermediate Level,Learn about trading for beginners - intermediate level,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/trading-for-beginners-tier-2/,150.0,5 hours,True,True,3979,2025-04-12T14:16:32.975379
746432,Start Trading Stocks Using Technical Analysis!,Learn about start trading stocks using technical analysis!,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/professional-stock-trader/,25.0,4 hours,True,True,3190,2025-04-12T14:16:32.975379
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,Learn about learn how to set up an incubator hedge fund - step-by-step,Business Finance,Expert Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/hedge-fund-startup/,200.0,1.5 hours,True,True,1406,2025-04-12T14:16:32.975379
284118,VPS for Forex Trading - Protect Your Forex Robots,Learn about vps for forex trading - protect your forex robots,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/forex-vps/,160.0,2 hours,True,True,4252,2025-04-12T14:16:32.975379
302562,Introduction to Accounting: The Language of Business,Learn about introduction to accounting: the language of business,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/learnaccountingforfree/,20.0,11.5 hours,True,True,11958,2025-04-12T14:16:32.975379
596598,Basic Excel for Basic Bookkeeping and Accounting,Learn about basic excel for basic bookkeeping and accounting,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/basic-excel-for-basic-bookkeeping/,95.0,1.5 hours,True,True,7743,2025-04-12T14:16:32.975379
860890,"Using 'The Greeks To Understand Options""","Learn about using 'the greeks to understand options""",Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/options-greeks/,50.0,1 hour,True,True,2134,2025-04-12T14:16:32.975379
951050,Trading Options For Consistent Returns: Calendar Spreads,Learn about trading options for consistent returns: calendar spreads,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/trading-options-for-consistent-returns-calendar-spreads/,200.0,1.5 hours,True,True,1214,2025-04-12T14:16:32.975379
796450,How to Create Your Personal Budget,Learn about how to create your personal budget,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/personal-budget/,20.0,1 hour,True,True,3870,2025-04-12T14:16:32.975379
502772,The Complete Value Investing Course: A Proven Approach,Learn about the complete value investing course: a proven approach,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/value-investing-essential-guide-to-picking-stocks/,200.0,4.5 hours,True,True,2146,2025-04-12T14:16:32.975379
1102462,FOREX Trading with Price Action,Learn about forex trading with price action,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/forex-trading-system/,195.0,1 hour,True,True,484,2025-04-12T14:16:32.975379
1062092,Emini ES Futures - Advanced Non Directional Options Trading,Learn about emini es futures - advanced non directional options trading,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/,200.0,1.5 hours,True,True,1057,2025-04-12T14:16:32.975379
891484,Forex Trading - Advanced Fundamental Analysis,Learn about forex trading - advanced fundamental analysis,Business Finance,Intermediate Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/forex-trading-advanced-fundamental-analysis/,20.0,2.5 hours,True,True,1754,2025-04-12T14:16:32.975379
1217064,How To Invest With Tiny Capital In Stocks ?,Learn about how to invest with tiny capital in stocks ?,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/howtoinvest5k/,20.0,42 mins,True,True,1239,2025-04-12T14:16:32.975379
382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,Learn about learn how to successfully trade stocks: in 5 simple steps,Business Finance,All Levels,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/learn-how-to-successfully-trade-stocks-in-5-simple-steps/,95.0,9.5 hours,True,True,2493,2025-04-12T14:16:32.975379
1259560,Test your knowledge in Basics of Accounting,Learn about test your knowledge in basics of accounting,Business Finance,Beginner Level,f43f8ba4-4c8a-4758-b9a4-ca3b03501148,https://www.udemy.com/test-your-knowledge-in-basics-of-accounting/,30.0,218 questions,True,True,1000,2025-04-12T14:16:32.975379
